+--------+-------+----------+
| run    | cmsls | prescidx |
| 191367 | 3     | 6        |
| 191387 | 1     | 1        |
| 191387 | 3     | 6        |
| 191404 | 1     | 5        |
| 191406 | 1     | 5        |
| 191410 | 1     | 1        |
| 191411 | 1     | 1        |
| 191415 | 1     | 1        |
| 191417 | 1     | 1        |
| 191419 | 1     | 1        |
| 191419 | 36    | 5        |
| 191421 | 1     | 5        |
| 191424 | 1     | 5        |
| 191691 | 1     | 4        |
| 191691 | 67    | 0        |
| 191692 | 1     | 0        |
| 191692 | 20    | 4        |
| 191693 | 1     | 0        |
| 191694 | 1     | 0        |
| 191695 | 1     | 0        |
| 191697 | 1     | 0        |
| 191700 | 1     | 0        |
| 191701 | 1     | 0        |
| 191718 | 1     | 0        |
| 191720 | 1     | 0        |
| 191721 | 1     | 0        |
| 191723 | 1     | 0        |
| 191726 | 1     | 0        |
| 191800 | 1     | 0        |
| 191808 | 1     | 0        |
| 191810 | 1     | 0        |
| 191811 | 1     | 0        |
| 191830 | 1     | 0        |
| 191832 | 1     | 0        |
| 191833 | 1     | 0        |
| 191834 | 1     | 0        |
| 191837 | 1     | 0        |
| 191839 | 1     | 0        |
| 191842 | 1     | 0        |
| 191845 | 1     | 0        |
| 191849 | 1     | 0        |
| 191856 | 1     | 0        |
| 191857 | 1     | 0        |
| 191858 | 1     | 0        |
| 191859 | 1     | 0        |
| 192989 | 1     | 0        |
| 192990 | 1     | 0        |
| 193091 | 1     | 0        |
| 193092 | 1     | 5        |
| 193092 | 3     | 0        |
| 193093 | 1     | 0        |
| 193093 | 16    | 6        |
| 193112 | 1     | 8        |
| 193112 | 20    | 5        |
| 193112 | 54    | 8        |
| 193115 | 1     | 8        |
| 193116 | 1     | 8        |
| 193123 | 1     | 5        |
| 193124 | 1     | 0        |
| 193124 | 8     | 5        |
| 193192 | 1     | 0        |
| 193192 | 31    | 5        |
| 193192 | 39    | 8        |
| 193192 | 51    | 0        |
| 193193 | 1     | 0        |
| 193207 | 1     | 1        |
| 193334 | 1     | 0        |
| 193336 | 1     | 0        |
| 193336 | 608   | 4        |
| 193541 | 1     | 0        |
| 193556 | 1     | 0        |
| 193557 | 1     | 0        |
| 193575 | 1     | 0        |
| 193621 | 1     | 0        |
| 193833 | 1     | 3        |
| 193834 | 1     | 3        |
| 193835 | 1     | 3        |
| 193836 | 1     | 3        |
| 193878 | 1     | 3        |
| 193898 | 1     | 3        |
| 193904 | 1     | 3        |
| 193905 | 1     | 3        |
| 193917 | 1     | 3        |
| 193919 | 1     | 3        |
| 193922 | 1     | 3        |
| 193925 | 1     | 3        |
| 193928 | 1     | 3        |
| 193998 | 1     | 3        |
| 193999 | 1     | 3        |
| 194027 | 1     | 3        |
| 194050 | 1     | 3        |
| 194050 | 701   | 4        |
| 194050 | 1777  | 5        |
| 194051 | 1     | 5        |
| 194052 | 1     | 5        |
| 194075 | 1     | 3        |
| 194076 | 1     | 3        |
| 194076 | 564   | 4        |
| 194108 | 1     | 3        |
| 194108 | 821   | 4        |
| 194115 | 1     | 3        |
| 194115 | 713   | 4        |
| 194116 | 1     | 4        |
| 194117 | 1     | 4        |
| 194119 | 1     | 4        |
| 194120 | 1     | 4        |
| 194120 | 334   | 5        |
| 194150 | 1     | 3        |
| 194151 | 1     | 3        |
| 194151 | 498   | 4        |
| 194153 | 1     | 4        |
| 194199 | 1     | 3        |
| 194210 | 1     | 3        |
| 194210 | 422   | 4        |
| 194223 | 1     | 3        |
| 194224 | 1     | 3        |
| 194225 | 1     | 3        |
| 194270 | 1     | 3        |
| 194303 | 1     | 3        |
| 194304 | 1     | 3        |
| 194305 | 1     | 3        |
| 194314 | 1     | 3        |
| 194315 | 1     | 3        |
| 194317 | 1     | 3        |
| 194424 | 1     | 3        |
| 194427 | 1     | 3        |
| 194428 | 1     | 3        |
| 194429 | 1     | 3        |
| 194429 | 26    | 4        |
| 194439 | 1     | 3        |
| 194455 | 1     | 3        |
| 194464 | 1     | 3        |
| 194479 | 1     | 3        |
| 194480 | 1     | 3        |
| 194480 | 312   | 4        |
| 194533 | 1     | 3        |
| 194535 | 1     | 3        |
| 194619 | 1     | 3        |
| 194627 | 1     | 3        |
| 194631 | 1     | 3        |
| 194643 | 1     | 3        |
| 194644 | 1     | 3        |
| 194691 | 1     | 3        |
| 194699 | 1     | 3        |
| 194702 | 1     | 3        |
| 194704 | 1     | 3        |
| 194704 | 382   | 4        |
| 194711 | 1     | 4        |
| 194712 | 1     | 4        |
| 194712 | 515   | 5        |
| 194735 | 1     | 3        |
| 194778 | 1     | 3        |
| 194785 | 1     | 3        |
| 194786 | 1     | 3        |
| 194787 | 1     | 3        |
| 194788 | 1     | 3        |
| 194789 | 1     | 3        |
| 194790 | 1     | 3        |
| 194825 | 1     | 3        |
| 194896 | 1     | 3        |
| 194897 | 1     | 3        |
| 194912 | 1     | 3        |
| 194914 | 1     | 3        |
| 194914 | 3     | 2        |
| 194914 | 17    | 3        |
| 194914 | 21    | 2        |
| 194914 | 25    | 4        |
| 194915 | 1     | 4        |
| 195013 | 1     | 2        |
| 195014 | 1     | 2        |
| 195015 | 1     | 2        |
| 195016 | 1     | 3        |
| 195016 | 440   | 2        |
| 195099 | 1     | 2        |
| 195109 | 1     | 2        |
| 195110 | 1     | 2        |
| 195111 | 1     | 2        |
| 195112 | 1     | 2        |
| 195113 | 1     | 2        |
| 195114 | 1     | 2        |
| 195115 | 1     | 2        |
| 195147 | 1     | 2        |
| 195163 | 1     | 2        |
| 195164 | 1     | 2        |
| 195165 | 1     | 2        |
| 195249 | 1     | 2        |
| 195251 | 1     | 2        |
| 195265 | 1     | 2        |
| 195266 | 1     | 2        |
| 195303 | 1     | 2        |
| 195304 | 1     | 2        |
| 195378 | 1     | 0        |
| 195378 | 3     | 2        |
| 195378 | 1301  | 4        |
| 195379 | 1     | 4        |
| 195385 | 1     | 4        |
| 195387 | 1     | 4        |
| 195390 | 1     | 4        |
| 195396 | 1     | 2        |
| 195397 | 1     | 2        |
| 195398 | 1     | 2        |
| 195398 | 188   | 4        |
| 195398 | 1313  | 5        |
| 195399 | 1     | 5        |
| 195522 | 1     | 2        |
| 195523 | 1     | 2        |
| 195524 | 1     | 2        |
| 195526 | 1     | 2        |
| 195527 | 1     | 2        |
| 195528 | 1     | 2        |
| 195529 | 1     | 2        |
| 195530 | 1     | 2        |
| 195540 | 1     | 2        |
| 195551 | 1     | 2        |
| 195552 | 1     | 2        |
| 195552 | 1307  | 4        |
| 195633 | 1     | 2        |
| 195634 | 1     | 2        |
| 195644 | 1     | 2        |
| 195645 | 1     | 2        |
| 195647 | 1     | 2        |
| 195649 | 1     | 2        |
| 195655 | 1     | 2        |
| 195656 | 1     | 2        |
| 195658 | 1     | 2        |
| 195658 | 49    | 4        |
| 195660 | 1     | 0        |
| 195664 | 1     | 3        |
| 195664 | 2     | 4        |
| 195747 | 1     | 3        |
| 195747 | 6     | 2        |
| 195747 | 7     | 3        |
| 195748 | 1     | 3        |
| 195749 | 1     | 3        |
| 195757 | 1     | 3        |
| 195758 | 1     | 3        |
| 195773 | 1     | 2        |
| 195774 | 1     | 2        |
| 195775 | 1     | 2        |
| 195776 | 1     | 2        |
| 195776 | 426   | 4        |
| 195841 | 1     | 2        |
| 195868 | 1     | 2        |
| 195913 | 1     | 2        |
| 195915 | 1     | 2        |
| 195916 | 1     | 2        |
| 195917 | 1     | 2        |
| 195918 | 1     | 2        |
| 195919 | 1     | 2        |
| 195923 | 1     | 2        |
| 195925 | 1     | 2        |
| 195926 | 1     | 2        |
| 195927 | 1     | 2        |
| 195929 | 1     | 2        |
| 195930 | 1     | 2        |
| 195930 | 150   | 4        |
| 195936 | 1     | 4        |
| 195937 | 1     | 4        |
| 195947 | 1     | 9        |
| 195947 | 3     | 2        |
| 195948 | 1     | 2        |
| 195950 | 1     | 2        |
| 195950 | 849   | 4        |
| 195963 | 1     | 2        |
| 195970 | 1     | 9        |
| 195970 | 2     | 2        |
| 196019 | 1     | 9        |
| 196019 | 3     | 2        |
| 196023 | 1     | 2        |
| 196027 | 1     | 2        |
| 196046 | 1     | 2        |
| 196047 | 1     | 2        |
| 196048 | 1     | 2        |
| 196090 | 1     | 2        |
| 196094 | 1     | 2        |
| 196095 | 1     | 2        |
| 196096 | 1     | 2        |
| 196097 | 1     | 2        |
| 196098 | 1     | 2        |
| 196099 | 1     | 2        |
| 196103 | 1     | 2        |
| 196107 | 1     | 2        |
| 196122 | 1     | 3        |
| 196122 | 4     | 2        |
| 196131 | 1     | 2        |
| 196135 | 1     | 2        |
| 196197 | 1     | 9        |
| 196197 | 3     | 2        |
| 196199 | 1     | 2        |
| 196200 | 1     | 2        |
| 196201 | 1     | 2        |
| 196202 | 1     | 2        |
| 196203 | 1     | 2        |
| 196218 | 1     | 2        |
| 196239 | 1     | 2        |
| 196239 | 835   | 4        |
| 196249 | 1     | 2        |
| 196250 | 1     | 2        |
| 196251 | 1     | 2        |
| 196252 | 1     | 2        |
| 196334 | 1     | 9        |
| 196334 | 3     | 2        |
| 196349 | 1     | 2        |
| 196350 | 1     | 2        |
| 196351 | 1     | 2        |
| 196351 | 37    | 1        |
| 196351 | 50    | 2        |
| 196352 | 1     | 2        |
| 196353 | 1     | 2        |
| 196357 | 1     | 2        |
| 196359 | 1     | 2        |
| 196361 | 1     | 2        |
| 196362 | 1     | 2        |
| 196363 | 1     | 2        |
| 196364 | 1     | 2        |
| 196364 | 815   | 4        |
| 196430 | 1     | 9        |
| 196430 | 2     | 2        |
| 196431 | 1     | 2        |
| 196432 | 1     | 2        |
| 196433 | 1     | 2        |
| 196437 | 1     | 2        |
| 196438 | 1     | 2        |
| 196438 | 521   | 4        |
| 196452 | 1     | 9        |
| 196452 | 2     | 2        |
| 196453 | 1     | 2        |
| 196453 | 805   | 4        |
| 196458 | 1     | 4        |
| 196495 | 1     | 9        |
| 196495 | 2     | 2        |
| 196497 | 1     | 2        |
| 196501 | 1     | 2        |
| 196508 | 1     | 2        |
| 196509 | 1     | 2        |
| 196531 | 1     | 2        |
| 197919 | 1     | 0        |
| 197920 | 1     | 0        |
| 197922 | 1     | 0        |
| 197923 | 1     | 0        |
| 197924 | 1     | 0        |
| 197925 | 1     | 0        |
| 197926 | 1     | 0        |
| 197929 | 1     | 0        |
| 198022 | 1     | 9        |
| 198022 | 73    | 6        |
| 198022 | 101   | 4        |
| 198022 | 109   | 6        |
| 198022 | 113   | 5        |
| 198023 | 1     | 5        |
| 198040 | 1     | 5        |
| 198041 | 1     | 5        |
| 198044 | 1     | 5        |
| 198045 | 1     | 5        |
| 198046 | 1     | 5        |
| 198047 | 1     | 5        |
| 198048 | 1     | 5        |
| 198049 | 1     | 5        |
| 198050 | 1     | 5        |
| 198063 | 1     | 5        |
| 198116 | 1     | 4        |
| 198202 | 1     | 3        |
| 198207 | 1     | 3        |
| 198208 | 1     | 3        |
| 198210 | 1     | 3        |
| 198211 | 1     | 3        |
| 198212 | 1     | 3        |
| 198212 | 264   | 5        |
| 198213 | 1     | 5        |
| 198214 | 1     | 5        |
| 198215 | 1     | 5        |
| 198229 | 1     | 9        |
| 198229 | 5     | 3        |
| 198230 | 1     | 3        |
| 198249 | 1     | 3        |
| 198268 | 1     | 3        |
| 198269 | 1     | 3        |
| 198270 | 1     | 3        |
| 198271 | 1     | 3        |
| 198271 | 463   | 4        |
| 198272 | 1     | 4        |
| 198346 | 1     | 3        |
| 198372 | 1     | 3        |
| 198405 | 1     | 1        |
| 198443 | 1     | 2        |
| 198443 | 157   | 0        |
| 198445 | 1     | 0        |
| 198446 | 1     | 0        |
| 198448 | 1     | 0        |
| 198448 | 65    | 1        |
| 198448 | 81    | 2        |
| 198448 | 83    | 0        |
| 198448 | 180   | 1        |
| 198449 | 1     | 1        |
| 198451 | 1     | 1        |
| 198453 | 1     | 1        |
| 198455 | 1     | 1        |
| 198457 | 1     | 1        |
| 198460 | 1     | 1        |
| 198461 | 1     | 1        |
| 198461 | 191   | 0        |
| 198462 | 1     | 0        |
| 198466 | 1     | 0        |
| 198468 | 1     | 0        |
| 198471 | 1     | 1        |
| 198485 | 1     | 3        |
| 198486 | 1     | 3        |
| 198487 | 1     | 3        |
| 198487 | 451   | 4        |
| 198522 | 1     | 3        |
| 198523 | 1     | 3        |
| 198588 | 1     | 0        |
| 198588 | 147   | 1        |
| 198589 | 1     | 0        |
| 198590 | 1     | 0        |
| 198603 | 1     | 0        |
| 198609 | 1     | 0        |
| 198609 | 54    | 1        |
| 198609 | 62    | 2        |
| 198898 | 1     | 9        |
| 198898 | 3     | 3        |
| 198898 | 125   | 5        |
| 198899 | 1     | 2        |
| 198899 | 2     | 0        |
| 198900 | 1     | 0        |
| 198901 | 1     | 0        |
| 198902 | 1     | 2        |
| 198903 | 1     | 2        |
| 198941 | 1     | 3        |
| 198954 | 1     | 3        |
| 198955 | 1     | 3        |
| 198955 | 351   | 4        |
| 198969 | 1     | 3        |
| 198969 | 673   | 4        |
| 199008 | 1     | 3        |
| 199011 | 1     | 3        |
| 199021 | 1     | 3        |
| 199021 | 683   | 4        |
| 199103 | 1     | 9        |
| 199103 | 56    | 3        |
| 199275 | 1     | 0        |
| 199276 | 1     | 0        |
| 199282 | 1     | 0        |
| 199306 | 1     | 0        |
| 199318 | 1     | 3        |
| 199319 | 1     | 3        |
| 199319 | 686   | 4        |
| 199336 | 1     | 4        |
| 199356 | 1     | 3        |
| 199409 | 1     | 3        |
| 199409 | 616   | 4        |
| 199428 | 1     | 3        |
| 199428 | 595   | 4        |
| 199429 | 1     | 4        |
| 199435 | 1     | 3        |
| 199435 | 590   | 4        |
| 199436 | 1     | 4        |
| 199436 | 642   | 5        |
| 199563 | 1     | 3        |
| 199564 | 1     | 3        |
| 199565 | 1     | 3        |
| 199566 | 1     | 3        |
| 199567 | 1     | 3        |
| 199568 | 1     | 3        |
| 199569 | 1     | 3        |
| 199569 | 354   | 4        |
| 199570 | 1     | 4        |
| 199571 | 1     | 4        |
| 199572 | 1     | 4        |
| 199573 | 1     | 4        |
| 199574 | 1     | 4        |
| 199608 | 1     | 3        |
| 199608 | 602   | 4        |
| 199608 | 2267  | 5        |
| 199698 | 1     | 9        |
| 199698 | 10    | 3        |
| 199699 | 1     | 3        |
| 199699 | 389   | 4        |
| 199701 | 1     | 4        |
| 199703 | 1     | 4        |
| 199739 | 1     | 9        |
| 199739 | 3     | 3        |
| 199745 | 1     | 3        |
| 199751 | 1     | 3        |
| 199752 | 1     | 3        |
| 199753 | 1     | 3        |
| 199754 | 1     | 3        |
| 199754 | 11    | 4        |
| 199804 | 1     | 3        |
| 199804 | 561   | 4        |
| 199812 | 1     | 3        |
| 199812 | 629   | 4        |
| 199832 | 1     | 3        |
| 199833 | 1     | 3        |
| 199833 | 411   | 4        |
| 199834 | 1     | 4        |
| 199834 | 656   | 5        |
| 199862 | 1     | 3        |
| 199863 | 1     | 3        |
| 199864 | 1     | 3        |
| 199867 | 1     | 3        |
| 199867 | 87    | 4        |
| 199868 | 1     | 4        |
| 199875 | 1     | 3        |
| 199876 | 1     | 3        |
| 199876 | 344   | 4        |
| 199877 | 1     | 4        |
| 199960 | 1     | 3        |
| 199961 | 1     | 3        |
| 199961 | 188   | 4        |
| 199967 | 1     | 3        |
| 199973 | 1     | 3        |
| 200041 | 1     | 3        |
| 200041 | 652   | 4        |
| 200042 | 1     | 4        |
| 200049 | 1     | 4        |
| 200049 | 320   | 5        |
| 200075 | 1     | 9        |
| 200075 | 4     | 3        |
| 200091 | 1     | 9        |
| 200091 | 2     | 3        |
| 200091 | 701   | 4        |
| 200152 | 1     | 3        |
| 200160 | 1     | 3        |
| 200161 | 1     | 3        |
| 200174 | 1     | 3        |
| 200176 | 1     | 3        |
| 200177 | 1     | 3        |
| 200178 | 1     | 3        |
| 200180 | 1     | 3        |
| 200185 | 1     | 3        |
| 200186 | 1     | 3        |
| 200187 | 1     | 3        |
| 200188 | 1     | 3        |
| 200190 | 1     | 4        |
| 200228 | 1     | 3        |
| 200229 | 1     | 3        |
| 200229 | 85    | 4        |
| 200243 | 1     | 3        |
| 200244 | 1     | 3        |
| 200244 | 612   | 4        |
| 200245 | 1     | 4        |
| 200253 | 1     | 4        |
| 200368 | 1     | 3        |
| 200369 | 1     | 3        |
| 200369 | 13    | 4        |
| 200381 | 1     | 9        |
| 200381 | 3     | 3        |
| 200466 | 1     | 3        |
| 200466 | 91    | 4        |
| 200466 | 142   | 5        |
| 200473 | 1     | 3        |
| 200473 | 498   | 4        |
| 200491 | 1     | 3        |
| 200515 | 1     | 3        |
| 200518 | 1     | 3        |
| 200519 | 1     | 3        |
| 200519 | 528   | 4        |
| 200525 | 1     | 3        |
| 200525 | 749   | 4        |
| 200532 | 1     | 4        |
| 200599 | 1     | 3        |
| 200600 | 1     | 3        |
| 200600 | 642   | 4        |
| 200601 | 1     | 4        |
| 200602 | 1     | 4        |
| 200781 | 1     | 0        |
| 200782 | 1     | 5        |
| 200782 | 4     | 2        |
| 200782 | 16    | 3        |
| 200786 | 1     | 3        |
| 200786 | 20    | 2        |
| 200786 | 64    | 3        |
| 200786 | 69    | 2        |
| 200786 | 73    | 3        |
| 200786 | 78    | 2        |
| 200786 | 84    | 3        |
| 200786 | 99    | 2        |
| 200786 | 104   | 3        |
| 200786 | 249   | 2        |
| 200786 | 258   | 3        |
| 200795 | 1     | 3        |
| 200795 | 4     | 5        |
| 200795 | 32    | 3        |
| 200795 | 52    | 5        |
| 200798 | 1     | 4        |
| 200798 | 5     | 2        |
| 200960 | 1     | 9        |
| 200960 | 8     | 3        |
| 200961 | 1     | 3        |
| 200976 | 1     | 5        |
| 200990 | 1     | 9        |
| 200990 | 5     | 3        |
| 200991 | 1     | 3        |
| 200991 | 550   | 4        |
| 200992 | 1     | 4        |
| 201005 | 1     | 4        |
| 201005 | 49    | 3        |
| 201062 | 1     | 9        |
| 201062 | 3     | 3        |
| 201097 | 1     | 3        |
| 201097 | 500   | 4        |
| 201113 | 1     | 9        |
| 201114 | 1     | 3        |
| 201115 | 1     | 3        |
| 201159 | 1     | 9        |
| 201159 | 4     | 3        |
| 201164 | 1     | 3        |
| 201168 | 1     | 3        |
| 201168 | 198   | 4        |
| 201173 | 1     | 4        |
| 201174 | 1     | 4        |
| 201174 | 415   | 5        |
| 201176 | 1     | 5        |
| 201191 | 1     | 9        |
| 201191 | 7     | 3        |
| 201191 | 88    | 2        |
| 201191 | 140   | 3        |
| 201191 | 875   | 4        |
| 201193 | 1     | 4        |
| 201195 | 1     | 4        |
| 201196 | 1     | 4        |
| 201197 | 1     | 4        |
| 201199 | 1     | 4        |
| 201200 | 1     | 4        |
| 201200 | 157   | 5        |
| 201202 | 1     | 5        |
| 201228 | 1     | 2        |
| 201229 | 1     | 2        |
| 201229 | 54    | 3        |
| 201278 | 1     | 2        |
| 201278 | 126   | 3        |
| 201278 | 790   | 4        |
| 201278 | 2193  | 0        |
| 201366 | 1     | 2        |
| 201383 | 1     | 2        |
| 201384 | 1     | 2        |
| 201390 | 1     | 2        |
| 201391 | 1     | 2        |
| 201393 | 1     | 2        |
| 201404 | 1     | 5        |
| 201404 | 22    | 0        |
| 201409 | 1     | 0        |
| 201410 | 1     | 0        |
| 201411 | 1     | 0        |
| 201412 | 1     | 0        |
| 201412 | 3     | 5        |
| 201412 | 8     | 0        |
| 201418 | 1     | 2        |
| 201419 | 1     | 2        |
| 201420 | 1     | 2        |
| 201423 | 1     | 0        |
| 201424 | 1     | 0        |
| 201425 | 1     | 0        |
| 201434 | 1     | 0        |
| 201444 | 1     | 0        |
| 201446 | 1     | 0        |
| 201448 | 1     | 0        |
| 201455 | 1     | 0        |
| 201456 | 1     | 0        |
| 201461 | 1     | 0        |
| 201463 | 1     | 0        |
| 201465 | 1     | 0        |
| 201467 | 1     | 0        |
| 201469 | 1     | 0        |
| 201473 | 1     | 0        |
| 201475 | 1     | 0        |
| 201476 | 1     | 0        |
| 201530 | 1     | 5        |
| 201535 | 1     | 2        |
| 201535 | 12    | 7        |
| 201554 | 1     | 2        |
| 201554 | 93    | 3        |
| 201602 | 1     | 2        |
| 201602 | 90    | 3        |
| 201611 | 1     | 2        |
| 201611 | 132   | 3        |
| 201612 | 1     | 3        |
| 201613 | 1     | 3        |
| 201624 | 1     | 2        |
| 201624 | 176   | 3        |
| 201625 | 1     | 3        |
| 201625 | 738   | 4        |
| 201657 | 1     | 2        |
| 201658 | 1     | 2        |
| 201658 | 3     | 3        |
| 201668 | 1     | 2        |
| 201668 | 107   | 3        |
| 201669 | 1     | 3        |
| 201671 | 1     | 3        |
| 201671 | 559   | 4        |
| 201676 | 1     | 4        |
| 201678 | 1     | 4        |
| 201679 | 1     | 4        |
| 201692 | 1     | 2        |
| 201692 | 130   | 3        |
| 201705 | 1     | 2        |
| 201705 | 79    | 3        |
| 201706 | 1     | 3        |
| 201707 | 1     | 3        |
| 201707 | 579   | 4        |
| 201708 | 1     | 4        |
| 201718 | 1     | 2        |
| 201718 | 66    | 3        |
| 201727 | 1     | 2        |
| 201727 | 78    | 3        |
| 201729 | 1     | 3        |
| 201794 | 1     | 2        |
| 201802 | 1     | 9        |
| 201802 | 8     | 2        |
| 201802 | 172   | 3        |
| 201803 | 1     | 3        |
| 201804 | 1     | 3        |
| 201805 | 1     | 3        |
| 201806 | 1     | 3        |
| 201807 | 1     | 3        |
| 201808 | 1     | 3        |
| 201809 | 1     | 3        |
| 201810 | 1     | 3        |
| 201812 | 1     | 3        |
| 201813 | 1     | 3        |
| 201815 | 1     | 3        |
| 201816 | 1     | 3        |
| 201817 | 1     | 3        |
| 201818 | 1     | 3        |
| 201819 | 1     | 3        |
| 201819 | 231   | 4        |
| 201824 | 1     | 4        |
| 202000 | 1     | 9        |
| 202000 | 18    | 2        |
| 202012 | 1     | 2        |
| 202012 | 58    | 3        |
| 202013 | 1     | 3        |
| 202014 | 1     | 3        |
| 202016 | 1     | 3        |
| 202016 | 203   | 4        |
| 202044 | 1     | 2        |
| 202044 | 116   | 3        |
| 202045 | 1     | 3        |
| 202045 | 340   | 4        |
| 202046 | 1     | 4        |
| 202047 | 1     | 4        |
| 202050 | 1     | 4        |
| 202051 | 1     | 4        |
| 202054 | 1     | 4        |
| 202060 | 1     | 2        |
| 202060 | 79    | 3        |
| 202060 | 715   | 4        |
| 202074 | 1     | 2        |
| 202074 | 85    | 3        |
| 202075 | 1     | 3        |
| 202075 | 616   | 4        |
| 202084 | 1     | 2        |
| 202084 | 87    | 3        |
| 202086 | 1     | 3        |
| 202087 | 1     | 3        |
| 202087 | 501   | 4        |
| 202088 | 1     | 4        |
| 202090 | 1     | 4        |
| 202091 | 1     | 4        |
| 202092 | 1     | 4        |
| 202093 | 1     | 4        |
| 202116 | 1     | 3        |
| 202178 | 1     | 2        |
| 202178 | 85    | 3        |
| 202178 | 664   | 4        |
| 202205 | 1     | 2        |
| 202205 | 93    | 3        |
| 202207 | 1     | 3        |
| 202208 | 1     | 3        |
| 202209 | 1     | 3        |
| 202237 | 1     | 2        |
| 202237 | 102   | 3        |
| 202237 | 986   | 4        |
| 202272 | 1     | 2        |
| 202272 | 79    | 3        |
| 202272 | 637   | 4        |
| 202299 | 1     | 2        |
| 202299 | 165   | 3        |
| 202301 | 1     | 3        |
| 202303 | 1     | 3        |
| 202304 | 1     | 3        |
| 202304 | 116   | 4        |
| 202305 | 1     | 4        |
| 202314 | 1     | 2        |
| 202314 | 190   | 3        |
| 202328 | 1     | 2        |
| 202328 | 136   | 3        |
| 202331 | 1     | 3        |
| 202332 | 1     | 3        |
| 202333 | 1     | 3        |
| 202389 | 1     | 2        |
| 202389 | 127   | 3        |
| 202389 | 211   | 9        |
| 202469 | 1     | 2        |
| 202469 | 141   | 3        |
| 202471 | 1     | 3        |
| 202472 | 1     | 3        |
| 202476 | 1     | 3        |
| 202477 | 1     | 3        |
| 202478 | 1     | 3        |
| 202478 | 230   | 4        |
| 202504 | 1     | 2        |
| 202504 | 83    | 3        |
| 202504 | 735   | 4        |
| 202792 | 1     | 0        |
| 202792 | 21    | 1        |
| 202792 | 186   | 2        |
| 202793 | 1     | 2        |
| 202794 | 1     | 2        |
| 202869 | 1     | 9        |
| 202873 | 1     | 9        |
| 202876 | 1     | 9        |
| 202880 | 1     | 9        |
| 202909 | 1     | 9        |
| 202972 | 1     | 2        |
| 202972 | 9     | 3        |
| 202972 | 530   | 4        |
| 202973 | 1     | 4        |
| 202973 | 1312  | 5        |
| 203002 | 1     | 9        |
| 203002 | 4     | 2        |
| 203002 | 103   | 3        |
| 203002 | 766   | 4        |
| 203708 | 1     | 2        |
| 203709 | 1     | 5        |
| 203739 | 1     | 5        |
| 203742 | 1     | 5        |
| 203777 | 1     | 2        |
| 203778 | 1     | 2        |
| 203778 | 51    | 5        |
| 203780 | 1     | 5        |
| 203830 | 1     | 8        |
| 203830 | 5     | 3        |
| 203830 | 86    | 5        |
| 203832 | 1     | 5        |
| 203833 | 1     | 5        |
