Type, RunNo, EvNo, E1, px1, py1, pz1, pt1, eta1, phi1, Q1, E2, px2, py2, pz2, pt2, eta2, phi2, Q2, M
GT,  140124,  1007912007,  13.7061, 4.88649, -2.5086, 12.5569, 5.49280060444, 1.56470815297, -0.47428997466,  1,  3.67389, -0.68325, 0.529614, 3.56917, 0.864477617695, 2.12546365453, 2.48219549563,  1,  4.52006
GT,  140124,  1007957044,  9.09052, -2.16135, -2.96392, -8.31686, 3.66827692369, -1.55713701072, -2.20086511226,  -1,  3.80945, 0.787428, -0.775826, -3.644, 1.10541794696, -1.90825579992, -0.777976601074,  1,  2.73378
GG,  140124,  1008000431,  6.81754, 5.76035, 3.23987, -1.67015, 6.60896283386, -0.250094560651, 0.512346352752,  1,  19.1486, 12.8875, 12.3887, -6.86217, 17.8764522191, -0.375014347284, 0.765666745466,  -1,  3.07324
GT,  140124,  1008032300,  31.8853, -5.85709, 2.78331, -31.2188, 6.48477584996, -2.27532685953, 2.69797824626,  1,  4.26886, -1.50179, -0.486974, -3.96478, 1.57877068657, -1.65142279136, -2.82802805095,  1,  3.13334
GT,  140124,  1008075983,  13.5527, 1.18694, -2.35966, -13.2924, 2.64136742601, -2.31877150214, -1.10474110747,  1,  4.36207, 1.19082, 0.142888, -4.19262, 1.19936201914, -1.96454083609, 0.119420316508,  1,  2.15538
GT,  140124,  1008203315,  7.98636, 1.41051, 1.49141, 7.71732, 2.05276453793, 2.03466348055, 0.813269039091,  -1,  5.83304, -0.760092, 1.22497, 5.6511, 1.44162802046, 2.0751107998, 2.12615202951,  1,  2.11178
GT,  140124,  1008209356,  8.4759, 0.778887, 1.81616, 8.24164, 1.97613311909, 2.13527715977, 1.16565676282,  1,  4.36099, 1.60931, 0.0626995, 4.05133, 1.61053093836, 1.65298141119, 0.0389407911449,  -1,  2.10596
GT,  140124,  1008225333,  10.3318, 1.00769, 2.58479, 9.95179, 2.77427080153, 1.98939707345, 1.19906722634,  1,  6.43402, 1.43627, 0.0349896, 6.27068, 1.43669613524, 2.17955803529, 0.0243566185973,  -1,  2.25562
GT,  140124,  1008234146,  7.6356, -1.32042, 1.37354, 7.39331, 1.90528767067, 2.06529372488, 2.33647886073,  -1,  3.63523, -1.23253, -0.805567, 3.322, 1.47243620996, 1.55264269175, -2.56269914339,  1,  2.31809
GT,  140124,  1008257850,  9.08621, -1.92841, 0.835437, 8.83919, 2.10159941689, 2.14348559788, 2.73277534611,  1,  3.68113, 0.273585, 1.7503, 3.22508, 1.77155266425, 1.36034471605, 1.41574346534,  -1,  2.83439
GT,  140124,  1008262278,  7.55158, 1.41924, 0.266467, 7.41148, 1.44403837888, 2.33809185582, 0.185592640552,  -1,  4.81347, -1.54717, -0.674974, 4.50655, 1.68799434524, 1.70849914901, -2.73022042328,  1,  3.26679
GT,  140124,  1008289349,  12.9147, -4.65907, -0.545633, -12.0321, 4.69091127987, -1.67109789928, -3.02501169725,  1,  3.70193, -0.418434, 1.00964, -3.53535, 1.09291351074, -1.89019066522, 1.96368765395,  -1,  2.78709
GG,  140124,  1008315074,  10.7599, -2.99026, -0.314427, 10.3307, 3.0067456171, 1.94794365509, -3.03682724997,  -1,  8.58578, -1.79347, -1.97114, 8.16104, 2.66494419088, 1.8379866136, -2.30903468745,  1,  2.04997
GT,  140124,  1008359945,  10.1877, -0.931621, -3.02517, 9.68287, 3.16537062862, 1.83694072035, -1.86953665462,  1,  4.58675, -1.62879, -0.140587, 4.2842, 1.63484603822, 1.69109579413, -3.05549228162,  -1,  2.57425
GT,  140124,  1008421464,  8.15766, 0.58943, -2.16005, 7.84366, 2.23902740658, 1.96658684915, -1.30440404409,  1,  4.43274, 1.91828, -1.699, 3.61547, 2.56249861627, 1.14431043818, -0.724852121273,  1,  2.45472
GT,  140124,  1008461960,  5.54986, 0.702483, 2.7066, 4.79277, 2.79627715459, 1.30788822877, 1.31685502322,  1,  5.68172, -0.891812, 1.5977, 5.378, 1.82974695883, 1.79904378792, 2.07990179725,  -1,  2.035
GT,  140124,  1008477500,  10.5807, 1.23298, 3.47886, 9.91551, 3.69089509198, 1.71434524171, 1.23018868496,  -1,  3.03217, -0.466316, -1.08312, 2.79147, 1.17923684909, 1.59674212574, -1.977341864,  1,  4.18516
GT,  140124,  1008524496,  17.6481, -4.51342, -1.31655, -17.01, 4.70151720181, -1.99763714993, -2.85777080865,  -1,  3.36175, 0.842363, 0.309338, -3.23805, 0.897365823961, -1.99508010156, 0.351938174497,  -1,  4.11576
GT,  140124,  1008524805,  9.1962, -3.56662, 0.827198, 8.43528, 3.66128867417, 1.57183649372, 2.91369418306,  1,  5.97017, -0.193144, -1.42278, 5.79398, 1.43582991094, 2.10323459476, -1.70572267184,  1,  3.61339
GT,  140124,  1008602059,  5.71933, 2.33776, 0.918908, -5.13713, 2.51187454505, -1.46364145467, 0.374519733257,  1,  3.73981, -0.52136, 0.64587, -3.645, 0.830038737951, -2.18550545549, 2.24992499654,  -1,  2.56937
GT,  140124,  1008641940,  12.637, 0.605848, 4.4148, -11.8247, 4.45617670645, -1.70279688334, 1.43441705325,  1,  4.23532, -1.10013, -0.212878, -4.08303, 1.12053695155, -2.0044969593, -2.95045234161,  -1,  3.7036
GT,  140124,  1008666475,  21.0644, -3.05143, -2.86835, -20.6436, 4.18791795137, -2.29848238637, -2.38711146065,  -1,  8.53169, -0.419293, -2.18543, -8.23569, 2.2252889486, -2.01950929487, -1.76035126409,  1,  2.08016
GT,  140124,  1008667143,  8.9901, 2.28989, -0.67301, 8.66685, 2.38674227184, 2.00116523169, -0.285855665474,  1,  26.0104, 2.75204, -3.61233, 25.6107, 4.54121703847, 2.43073162119, -0.919756638813,  -1,  2.51015
GT,  140124,  1008699102,  6.13549, 0.376432, -2.32089, -5.66611, 2.35121913966, -1.61322376678, -1.41000358555,  -1,  2.96216, 0.753553, 0.211548, -2.85494, 0.782684278693, -2.00550506644, 0.273689275359,  1,  2.10543
GT,  140124,  1008798698,  12.167, -1.71011, 1.72926, 11.921, 2.43203954731, 2.2929650864, 2.35062666756,  1,  8.37831, 0.863779, 1.88295, 8.11746, 2.07162131273, 2.07473153316, 1.14070043627,  -1,  2.60879
GT,  140124,  1008810333,  7.51087, -1.86996, 0.595577, 7.24917, 1.96251429664, 2.01764637513, 2.83325352238,  1,  3.41102, 0.226233, 1.58616, 3.00945, 1.60221250647, 1.38785041856, 1.42912249764,  -1,  2.5664
GT,  140124,  1008846067,  10.436, -4.21428, 4.7229, -8.29652, 6.32976621436, -1.0849672816, 2.29934524286,  1,  4.80522, -0.029752, 1.09617, -4.67723, 1.09657368672, -2.1571294757, 1.5979314403,  1,  3.4788
GT,  140124,  1008909421,  14.8912, 2.91855, 1.79437, -14.4913, 3.42603236987, -2.14898228166, 0.551242141138,  -1,  4.31454, -0.870107, 0.384354, -4.20705, 0.951217214292, -2.19246382086, 2.7256357348,  -1,  3.20743
GT,  140124,  1008934755,  6.86509, -0.636578, 1.637, 6.63576, 1.75641696362, 2.03941657631, 1.94167004591,  1,  3.93432, 0.97159, -0.487849, 3.77965, 1.08719077208, 1.95925236113, -0.465337426806,  -1,  2.5911
GT,  140124,  1008973968,  7.6345, 1.43762, 1.1975, -7.40093, 1.87103113667, -2.08387151358, 0.694526139518,  1,  4.79171, -0.614285, -1.07986, -4.62665, 1.24235408834, -2.02552937399, -2.08800108072,  -1,  3.0094
GT,  140124,  1009011455,  15.5747, 0.488471, 3.33486, 15.2053, 3.37044435311, 2.21180986006, 1.42535635061,  -1,  3.7321, 1.30564, 0.844617, 3.39106, 1.55501565468, 1.52165495383, 0.574192052281,  -1,  2.49839
GT,  140124,  1009013462,  6.84154, -2.76227, -0.580482, 6.23124, 2.82260427712, 1.53280949851, -2.93445993373,  1,  3.76502, 0.994225, 0.0576768, 3.62938, 0.995896562843, 2.00463423024, 0.0579468722425,  1,  3.44498
GG,  140124,  1009038302,  8.62919, -2.43313, -0.120776, 8.2775, 2.43612570264, 1.93726204561, -3.09199524148,  -1,  24.0843, -4.40663, 4.08089, 23.3232, 6.00600126116, 2.06601697417, 2.39455436575,  -1,  3.01746
GT,  140124,  1009053657,  8.65494, -3.39923, 3.73343, 7.02877, 5.04908547737, 1.13337451837, 2.30937384316,  -1,  4.28098, 0.374814, 3.3834, 2.5938, 3.40409769169, 0.702690935511, 1.46046591387,  -1,  3.86627
GT,  140124,  1009093690,  19.5963, 0.170915, 6.80964, -18.374, 6.81178455816, -1.71814295702, 1.54570261791,  -1,  8.78495, -0.960987, 1.41048, -8.61691, 1.70673660668, -2.32195714164, 2.16887445946,  1,  2.96513
GT,  140124,  1009108494,  7.32806, -1.72655, -0.311899, 7.11414, 1.75449590729, 2.10791988322, -2.96287145205,  1,  2.88376, 0.736856, -0.140554, 2.78248, 0.750141447763, 2.02167744621, -0.188484036453,  -1,  2.27022
GT,  140124,  1009134136,  5.85106, 3.16599, 3.12111, -3.80249, 4.44576431136, -0.775275183179, 0.778259858344,  1,  3.56885, 1.27833, 0.0537573, -3.32994, 1.27945982204, -1.68468109192, 0.0420279934211,  1,  2.83396
GT,  140124,  1009191393,  14.7548, 0.697965, -3.04225, -14.4205, 3.12128822824, -2.23506403343, -1.3452751193,  1,  4.80521, -1.16125, -1.45748, -4.42789, 1.86353146281, -1.60019659692, -2.24355359692,  -1,  2.6212
GT,  140124,  1009265134,  10.1548, 2.50527, 2.54439, 9.5057, 3.57075597668, 1.70580583337, 0.793145064656,  1,  3.03344, 0.9827, -1.09419, 2.65098, 1.47069746926, 1.35166997487, -0.839027913733,  -1,  3.44613
GT,  140124,  1009293325,  11.9074, 1.4376, -3.35437, 11.3339, 3.649450898, 1.85133537199, -1.16590130233,  1,  5.73288, -1.11766, -1.10645, 5.51193, 1.57270323904, 1.96702428643, -2.36123466585,  -1,  2.71982
GT,  140124,  1009293478,  9.56799, 1.78232, -1.02375, -9.34401, 2.05541447034, -2.21928822784, -0.521377084208,  -1,  12.5553, 4.55446, 0.60299, -11.6841, 4.59420317702, -1.66316656034, 0.131629965442,  1,  2.63203
GT,  140124,  1009296720,  13.8192, -0.618934, -2.5423, 13.5688, 2.61655662778, 2.34823046499, -1.80960495576,  -1,  6.73409, 1.38923, -0.861814, 6.53178, 1.63483435353, 2.09359075795, -0.555251191867,  1,  2.49449
GT,  140124,  1009421096,  8.8998, 0.485249, -2.04526, -8.64735, 2.10203593204, -2.12194924236, -1.33784806906,  1,  8.47743, 1.99017, -0.593538, -8.21842, 2.07679175324, -2.08429588856, -0.289836581374,  -1,  2.10298
GT,  140124,  1009457859,  9.07564, -1.58901, -1.81542, 8.74845, 2.41261322149, 1.99980592806, -2.28978775239,  -1,  4.11456, 0.645172, -1.06641, 3.91981, 1.24638565367, 1.86331101358, -1.02671261751,  1,  2.0738
GT,  140124,  1009517882,  8.63572, -2.0571, 0.641436, 8.3619, 2.15478550025, 2.06534404045, 2.83933135971,  1,  3.29202, 0.109828, 1.11727, 3.09288, 1.12265508616, 1.73797436622, 1.47281080614,  -1,  2.04307
GT,  140124,  1009521302,  7.21739, -1.97279, -4.30451, 5.44599, 4.73505086817, 0.983660592269, -2.00053740741,  -1,  3.50756, -0.419898, 0.682926, 3.41308, 0.801687128424, 2.15531516725, 2.12206445684,  1,  4.2072
GT,  140124,  1009525759,  8.98268, 0.0271642, -1.60153, -8.83808, 1.60176035494, -2.40922569619, -1.5538365474,  -1,  7.95036, -2.17637, 1.10106, -7.56625, 2.43904069267, -1.85026100172, 2.67322360107,  -1,  3.57157
GT,  140124,  1009540715,  12.1011, -1.69245, -2.04066, 11.8066, 2.65116582622, 2.19918012793, -2.26318748535,  -1,  9.05675, 0.17917, -2.4869, 8.70614, 2.49334584422, 1.9634515105, -1.49887507362,  1,  2.02283
GT,  140124,  1009564407,  19.982, 4.10251, -3.56126, -19.229, 5.43260168683, -1.97653104987, -0.714890724185,  -1,  7.74516, 1.57259, 0.211529, -7.58015, 1.58675260389, -2.26776963809, 0.133707416604,  1,  2.57598
GG,  140124,  1009566108,  20.218, 5.12387, -2.23997, -19.4289, 5.59209347005, -1.958650396, -0.412128140588,  -1,  11.8753, 1.62126, -3.23683, -11.3096, 3.62015917281, -1.85696478454, -1.10644580794,  1,  3.10337
GT,  140124,  1009579530,  7.99821, 2.02589, -1.19389, -7.64399, 2.35151092368, -1.89486965276, -0.532526800563,  1,  8.9597, 1.20628, 1.43568, -8.76064, 1.8751769252, -2.24597508851, 0.872010407485,  -1,  2.82019
GT,  140124,  1009596485,  6.47801, 0.853014, 1.51256, 6.24003, 1.73651105317, 1.99107571243, 1.05730316202,  1,  4.13986, -1.06017, 0.240703, 3.99317, 1.08715149041, 2.01220717442, 2.91833556335,  -1,  2.21449
GT,  140124,  1009642524,  11.2726, 1.98822, -2.75625, -10.7476, 3.39851921149, -1.86859890553, -0.945884972779,  1,  3.03857, -1.05432, -0.607149, -2.78236, 1.21664315664, -1.56504886432, -2.61910640009,  -1,  3.09286
GT,  140124,  1009662458,  6.87084, -2.75929, -0.417748, 6.27767, 2.79073371994, 1.54994242307, -2.99133680843,  1,  4.2739, 0.204532, 0.961144, 4.15805, 0.982665318285, 2.1493591754, 1.36112335872,  -1,  2.91185
GT,  140124,  1009672972,  9.21305, 1.49639, -1.26717, 9.00135, 1.96084238046, 2.22880529126, -0.702643851207,  1,  6.56479, -1.07519, -2.14574, 6.10942, 2.40004868361, 1.66401275849, -2.03530853132,  -1,  2.96301
GT,  140124,  1009695850,  4.61765, 4.01018, -1.90406, 1.26669, 4.43925535603, 0.281601793701, -0.443290541553,  1,  2.76284, 1.23393, 0.0136464, 2.46969, 1.2340054575, 1.44424382367, 0.011058847492,  -1,  3.07193
GT,  140124,  1009695900,  15.0025, 1.79211, -3.06973, 14.5749, 3.55456052488, 2.11876515451, -1.04237336751,  -1,  4.33253, -1.88629, -0.503763, 3.86624, 1.95240034938, 1.43476777413, -2.88061793515,  1,  4.58122
GT,  140124,  1009707351,  7.98148, -5.76093, -1.08577, -5.4153, 5.8623554104, -0.826409888171, -2.95530655082,  1,  4.70144, -1.48705, 0.139721, -4.45663, 1.49359956492, -1.81331695849, 3.04790918461,  -1,  3.15802
GT,  140124,  1009725257,  17.5468, 2.5217, -3.50961, -17.006, 4.32161234288, -2.07885192942, -0.947753361891,  1,  5.63258, -0.357575, -1.96854, -5.2642, 2.00075226158, -1.69485327885, -1.75048196102,  -1,  2.5749
GT,  140124,  1009743341,  10.914, 0.369054, 2.00456, 10.7215, 2.03824965314, 2.3622220943, 1.38872791899,  -1,  8.0749, -1.97762, 2.19685, 7.5137, 2.95586379708, 1.66270449527, 2.30372584483,  1,  2.79603
GT,  140124,  1009758877,  8.81666, -1.8163, 0.332496, -8.62048, 1.84648294875, -2.245282879, 2.96053514118,  1,  4.59472, 0.62615, 1.02961, -4.43262, 1.20505625371, -2.01359680976, 1.02441091139,  1,  2.49191
GT,  140124,  1009792055,  14.2307, 2.69617, 1.09145, -13.9299, 2.90871032786, -2.27020142361, 0.384650316364,  -1,  3.7038, 0.0208308, 1.27427, -3.47603, 1.27444025169, -1.72855889681, 1.55445054078,  1,  2.38799
GT,  140124,  1009833337,  11.0009, 2.39113, -0.836235, -10.7047, 2.53313869579, -2.1480851857, -0.336428714248,  -1,  3.68082, 0.832951, 1.41712, -3.29169, 1.64378723161, -1.44475459989, 1.03941256837,  1,  2.98667
GG,  140124,  1009859005,  9.71771, 0.730215, -3.2488, -9.12879, 3.32985215681, -1.73336883083, -1.34970602097,  -1,  7.93606, -1.99639, -1.61916, -7.5075, 2.5704575736, -1.79306230316, -2.4601537894,  1,  3.09662
GT,  140124,  1009887102,  3.52022, -2.76751, 2.14903, -0.321532, 3.50391802715, -0.0916352645108, 2.48133294824,  1,  5.95611, -3.05259, -0.609592, -5.07683, 3.11286172429, -1.26525813485, -2.94448879244,  -1,  4.94117
GT,  140124,  1009915943,  19.7661, -3.7033, -3.07156, 19.1713, 4.81133159568, 2.09097416228, -2.44917330792,  1,  4.03401, 0.828887, -0.242872, 3.93904, 0.863736341225, 2.22238128648, -0.285031477861,  1,  3.62076
GT,  140124,  1010049591,  8.15677, 2.15886, -2.50982, 7.45399, 3.31056988025, 1.55079665606, -0.860430322002,  1,  5.58233, -1.14262, -0.0561559, 5.46283, 1.1439991038, 2.26737167992, -3.09248555532,  -1,  3.78177
GT,  140124,  1010049908,  9.33399, 1.24667, -3.08644, 8.71963, 3.3287081522, 1.6907289241, -1.18691656341,  -1,  5.6134, 1.07846, -0.000981045, 5.50782, 1.07846044621, 2.33323155746, -0.000909671874148,  1,  2.46291
GT,  140124,  1010076008,  5.16951, -1.51179, -0.592919, -4.9067, 1.62390330521, -1.82523825476, -2.76783133485,  1,  5.7718, -0.321834, 2.37771, -5.24838, 2.39939199958, -1.52442549406, 1.70533329724,  -1,  3.16848
GT,  140124,  1010095665,  8.46317, -0.843697, -2.07303, -8.16118, 2.23814164179, -2.0051831077, -1.95731173638,  1,  4.38303, -0.905206, 1.37155, -4.06192, 1.64333420367, -1.63668993178, 2.1541606999,  1,  3.47417
GT,  140124,  1010096637,  13.4819, -3.63126, 0.132892, 12.9826, 3.63369088824, 1.9855412713, 3.10501231522,  1,  3.38545, -0.253062, 0.865603, 3.26141, 0.901836420563, 1.99721845897, 1.85522323373,  -1,  2.1345
GT,  140124,  1010115581,  22.5339, 1.95474, 6.20658, 21.5737, 6.50712254103, 1.91372998478, 1.26568426856,  1,  3.61814, -0.691825, 1.16538, 3.35306, 1.35526099886, 1.63757136029, 2.10653182646,  1,  2.57815
GT,  140124,  1010174640,  10.8423, -2.41157, -0.619664, -10.552, 2.48991030718, -2.15085388999, -2.89007927285,  -1,  8.12392, 1.26712, -1.91243, -7.79255, 2.29411891568, -1.93696202715, -0.985634786119,  -1,  3.93365
GT,  140124,  1010206464,  8.34725, 3.19781, -0.60712, -7.68575, 3.25493217909, -1.59443564053, -0.187621929248,  -1,  3.52656, 0.32887, 0.644801, -3.44986, 0.723825812265, -2.26551336242, 1.09915431051,  1,  2.13226
GT,  140124,  1010232564,  10.675, 0.95028, -2.15178, 10.4121, 2.35227320837, 2.19325572963, -1.15492877923,  1,  5.40982, -0.107763, 1.04002, 5.30677, 1.04558809508, 2.32711785073, 1.67404415437,  1,  3.11348
GG,  140124,  1010232897,  17.4219, 2.05213, -2.95986, -17.0452, 3.60166749666, -2.258598532, -0.964567698195,  -1,  12.1904, 4.4612, -1.94751, -11.1759, 4.86776135817, -1.56864308933, -0.411607729392,  1,  3.73549
GT,  140124,  1010246886,  24.4263, -0.487982, 6.76366, -23.4659, 6.78124052279, -1.95478813401, 1.64281915768,  -1,  3.65106, 0.997649, 1.12245, -3.32625, 1.50173151052, -1.53582668986, 0.844195958675,  -1,  2.84072
GT,  140124,  1010258862,  11.1555, -1.99191, 1.76723, 10.8325, 2.66285698471, 2.11107418017, 2.41589246051,  1,  6.18159, 0.311649, 1.84307, 5.89125, 1.86923303098, 1.86535507804, 1.40328847722,  -1,  2.24344
GT,  140124,  1010265569,  6.37325, 1.07675, -1.13741, -6.1769, 1.56623499852, -2.08098838669, -0.812787706366,  1,  4.88895, -0.885202, -0.223338, -4.80179, 0.91294164274, -2.36213607387, -2.8944488281,  -1,  2.10172
GT,  140124,  1010294280,  6.42208, 3.21049, -1.2366, -5.42176, 3.44041067318, -1.23614339431, -0.367661110637,  1,  3.82378, 0.274232, 0.851023, -3.71627, 0.894115952409, -2.13195455466, 1.25906453312,  -1,  3.03018
GT,  140124,  1010361008,  7.94533, 1.44285, 0.116322, -7.81164, 1.4475313227, -2.38737849467, 0.0804456220728,  1,  7.11639, 1.2765, -1.79882, -6.7651, 2.20572111619, -1.83944499656, -0.953635228736,  -1,  2.03671
GT,  140124,  1010374956,  19.0785, 2.06739, -3.1128, -18.7086, 3.7367934452, -2.31373031125, -0.984532731884,  1,  3.66154, -0.872177, -1.15741, -3.36087, 1.44923794714, -1.57785195839, -2.21657146026,  -1,  3.22206
GT,  140124,  1010385367,  7.46165, -2.42104, 1.80267, -6.82305, 3.01845222101, -1.55439250922, 2.50156618025,  -1,  22.1191, -6.74128, -1.0653, -21.0396, 6.82493370872, -1.84429610322, -2.98486234904,  1,  3.7687
GT,  140124,  1010388490,  10.0391, 0.855951, -1.54461, 9.88202, 1.76591963761, 2.42308203384, -1.06476986079,  -1,  6.82465, 0.0721609, 1.63029, 6.62583, 1.63188623365, 2.10921739153, 1.52656258314,  1,  3.31797
GT,  140124,  1010401298,  8.73269, -0.344377, 2.1047, -8.46761, 2.13268788343, -2.08750677963, 1.73298199327,  1,  4.23558, -0.128747, -1.1904, -4.06144, 1.19734203551, -1.93563268143, -1.67853195637,  1,  3.1842
GT,  140124,  1010413718,  7.79204, 3.16369, -2.00941, -6.83067, 3.74788780038, -1.36133434376, -0.565863184064,  1,  4.41379, 1.61399, 1.14888, -3.94277, 1.98113325511, -1.43922572384, 0.618618841853,  1,  3.05751
GT,  140124,  1010426042,  6.55435, 1.2357, -0.906229, 6.37182, 1.53238555541, 2.13236207723, -0.63277462084,  1,  6.62917, -1.55974, -0.150591, 6.44044, 1.56699282605, 2.1210668869, -3.04534220158,  -1,  2.90331
GT,  140124,  1010468293,  7.6065, 2.22841, -0.41836, -7.25995, 2.26734122216, -1.88044989423, -0.185579054928,  -1,  4.8894, -1.17413, 0.385715, -4.72946, 1.23586298517, -2.05183840496, 2.82418816796,  1,  3.35995
GT,  140124,  1010484180,  11.3609, -2.73804, 0.203215, 11.0237, 2.74557086556, 2.09836468388, 3.06750933376,  -1,  3.32065, -0.104769, -1.44647, 2.98535, 1.45025928863, 1.46949286638, -1.6431008756,  1,  3.10948
GT,  140124,  1010510188,  9.42903, 0.30072, 2.81944, 8.99198, 2.83543196568, 1.87126524357, 1.46453857123,  -1,  11.7955, 1.01853, -1.71413, 11.6253, 1.99390195792, 2.46351187426, -1.03465505375,  1,  4.73784
GT,  140124,  1010529510,  6.79245, -4.15185, -2.05111, 4.96803, 4.63086500069, 0.931931321323, -2.68273794953,  1,  4.1406, -1.35215, -3.22402, 2.21604, 3.49608560863, 0.597644681007, -1.96791312655,  -1,  3.13047
GT,  140124,  1021209675,  7.88917, 0.992364, -1.99366, -7.56759, 2.22698596854, -1.93735176822, -1.10894240398,  1,  4.28598, -0.9379, -0.932531, -4.07543, 1.32259989262, -1.84387101767, -2.35906494372,  -1,  2.02699
GT,  140124,  1021230855,  15.0257, 3.84483, 0.473785, 14.5174, 3.87391145422, 2.03157472877, 0.122608414045,  -1,  4.41112, -0.840034, 0.428691, 4.30783, 0.943097606103, 2.22393936353, 2.66971859071,  -1,  3.68233
GT,  140124,  1021238147,  7.28716, 5.0492, 0.0187692, 5.25325, 5.0492348849, 0.909657715641, 0.00371724501892,  1,  2.88693, -0.719098, 0.387539, 2.76693, 0.816877230754, 1.93426247135, 2.64729302391,  1,  4.50264
GT,  140124,  1021293380,  7.54059, 0.374918, 1.59708, -7.35922, 1.64049627647, -2.20630003137, 1.34021923664,  -1,  4.41407, 0.513115, -0.768622, -4.31494, 0.924157336231, -2.24537901585, -0.982163189277,  1,  2.26997
GG,  140124,  1021296330,  10.3172, -1.87444, 1.53047, 10.0288, 2.41988919881, 2.12913417871, 2.45687468333,  1,  5.94716, 2.31905, 0.572866, 5.4453, 2.38875874806, 1.56209480989, 0.242177795728,  1,  4.5231
GT,  140124,  1021297800,  22.7897, -5.35014, -1.09242, 22.1256, 5.4605292304, 2.10722746993, -2.94017601433,  -1,  3.55573, -0.139186, -1.13327, 3.36577, 1.14178528432, 1.80181314734, -1.693002356,  1,  3.03083
GT,  140124,  1021306513,  14.8962, -3.80975, 1.45572, -14.3266, 4.07839622657, -1.96923162371, 2.77660857481,  -1,  6.18193, -1.2241, -1.54243, -5.85897, 1.96913968903, -1.81063708528, -2.24163358858,  1,  3.38848
GT,  140124,  1021364053,  8.20772, -2.29322, 0.319583, 7.87366, 2.31538145071, 1.93804537605, 3.00312452387,  -1,  8.00355, 0.835485, -1.35937, 7.84217, 1.59559455443, 2.29560860705, -1.01970199349,  -1,  3.55129
GT,  140124,  1021415608,  9.55036, -3.08049, -1.63523, -8.89015, 3.48760602606, -1.66530248963, -2.65358289744,  1,  13.5221, -4.07745, 0.734569, -12.8714, 4.14308944126, -1.85166332284, 2.96335053511,  -1,  2.59413
GT,  140124,  1021439579,  6.33676, 1.27883, 2.99723, -5.43365, 3.25864908233, -1.28420107502, 1.16751149562,  1,  7.2186, 1.53821, -0.264219, -7.04706, 1.5607375449, -2.21264222716, -0.170110358318,  1,  3.54605
GT,  140124,  1021484561,  6.44512, -1.90387, 2.25022, -5.73063, 2.94757714493, -1.41839111552, 2.2730112226,  -1,  3.49052, -0.374665, -0.765652, -3.38319, 0.85240650357, -2.08716312114, -2.02588052211,  -1,  2.87393
GT,  140124,  1021495349,  5.5978, -2.00032, 1.35016, -5.04975, 2.41334045008, -1.48422417159, 2.54786221977,  1,  4.45037, 0.0806523, -1.70888, -4.10705, 1.7107821743, -1.60970154331, -1.52363532275,  -1,  3.64759
GT,  140124,  1021528188,  7.6446, 2.80936, -1.76544, 6.88617, 3.31802380992, 1.47684828067, -0.561050265772,  -1,  7.31846, 0.569011, -1.27952, 7.18246, 1.40033744095, 2.33744617989, -1.15235309783,  -1,  2.29812
GT,  140124,  1021563668,  7.51866, -0.557271, 2.6978, -6.99502, 2.75475512658, -1.66171146592, 1.77449632337,  1,  3.51606, 0.802782, -0.155682, -3.41801, 0.817738237242, -2.13743038074, -0.191550450199,  1,  2.60979
GT,  140124,  1021574840,  5.20315, -3.54092, 0.301384, 3.79904, 3.55372294388, 0.929353407469, 3.05668269925,  1,  4.7463, -2.02838, 2.95804, 3.10676, 3.58668733876, 0.783525573626, 2.17187231501,  -1,  3.10818
GT,  140124,  1021616024,  8.21745, 0.465289, -1.92956, 7.97344, 1.98486665726, 2.09885549743, -1.33417621008,  1,  3.50315, -0.250404, 1.40232, 3.19871, 1.42450115676, 1.54832670773, 1.74749807473,  1,  3.49738
GT,  140124,  1021641178,  14.4276, -2.52454, 0.851849, -14.179, 2.6643852819, -2.37364876532, 2.81616196459,  1,  4.61257, -2.11543, -0.873378, -4.00335, 2.28863129748, -1.32551729766, -2.75004882812,  1,  3.22467
GT,  140124,  1021657114,  6.60246, -0.287044, -2.7305, -6.00361, 2.7455463041, -1.5241315594, -1.67553668764,  -1,  6.49216, 1.60412, -0.29424, -6.28309, 1.63088262974, -2.05832116166, -0.181411045506,  1,  3.10201
GT,  140124,  1021709068,  6.61998, 2.64852, -1.20865, -5.94454, 2.91127, -1.462220907, -0.428121367128,  -1,  9.84352, 1.79085, 0.122641, -9.67788, 1.79504443883, -2.3864520126, 0.0683752506888,  -1,  2.46968
GT,  140124,  1021713165,  7.46926, -1.06299, 1.17659, 7.29824, 1.58565814985, 2.2313783709, 2.30551412921,  -1,  4.91633, 0.979942, 0.827337, 4.74493, 1.28248697262, 2.01920535998, 0.701158898452,  1,  2.08379
GT,  140124,  1021717073,  5.8727, 2.58557, 0.829737, 5.20614, 2.71544392578, 1.40599640671, 0.310528805143,  -1,  3.99975, -0.117843, -1.53499, 3.69009, 1.53950682777, 1.60825647411, -1.64741721705,  -1,  3.42571
GT,  140124,  1021722189,  9.53774, 2.72329, -1.38549, -9.03446, 3.05546902524, -1.80470132494, -0.47062781053,  -1,  4.04731, -1.01173, 1.26746, -3.70668, 1.62174364327, -1.56452734068, 2.24445967285,  -1,  4.39016
GG,  140124,  1021770471,  9.90273, -2.07865, -0.732772, 9.65376, 2.20402827261, 2.18299146417, -2.80267191505,  1,  22.3102, -2.52949, -8.23831, 20.5783, 8.61789251013, 1.60475766013, -1.86869917937,  -1,  4.68838
